version,buffer_bounds,img_augment,distance_mode,log_dist,num_1_factor,num_1_point95,norm_from_train,val_frac,val_metric,model_name,accept_midinput,MDL_Unet++_decoder_attention_type,MDL_Unet++_encoder_name,batch_size,loss,LS_focal_alpha,lr,scheduler,LR_StepLR_step_size,LR_StepLR_gamma,LR_CosineAnnealingWarmRestarts_T_0,LR_Warmup_milestone,LR_CosineAnnealingLR_T_max,LR_CosineAnnealingLR_eta_min,optimizer,OPT_AdamW_weight_decay,max_epochs,early_stop_patience,version_run,test-set,trainings_per_test,eval_conn_version
102,"(2,3)",False,absolute,True,0.25,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,0.0001,CosineAnnealingWarmRestarts,,,10,,,,Muon,,200,20,True,[49],20,23
103,"(2,3)",False,absolute,True,0.25,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,0.0001,CosineAnnealingWarmRestarts,,,10,,,,SGD,,200,20,True,[49],20,23
104,"(2,3)",True,absolute,True,0.25,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[49],20,23
105,"(2,3)",False,absolute,True,0.25,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,"[62, 63]",1,25
106,"(2,3)",False,absolute,True,0.25,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,"[42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61]",20,23
107,"(2,3)",False,absolute,True,0.25,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,"[64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74]",1,26
108,"(2,3)",False,absolute,True,0.25,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,"[75, 76, 77, 78, 79]",1,27
109,"(2,3)",False,absolute,True,0.25,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,"[75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94]",1,29
110,"(2,3)",False,absolute,True,0.25,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[82],20,29
111,"(3,4)",False,absolute,True,0.25,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[82],20,29
112,"(4,5)",False,absolute,True,0.25,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[82],20,29
113,"(2,4)",False,absolute,True,0.25,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[82],20,29
114,"(3,5)",False,absolute,True,0.25,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[82],20,29
115,"(2,5)",False,absolute,True,0.25,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[82],20,29
116,"(2,3)",False,absolute,True,0.25,10,True,0.1,F1_Score,Unet++,False,,resnet34,4,dice,,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[82],20,29
117,"(2,5)",False,absolute,True,,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[82],20,29
118,"(2,5)",True,absolute,True,0.25,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[82],20,29
119,"(2,5)",False,absolute,True,0.25,10,True,0.1,F1_Score,Unet,True,,resnet34,4,dice,,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[82],20,29
120,"(2,5)",False,absolute,True,0.25,10,True,0.1,F1_Score,Linknet,True,,resnet34,4,dice,,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[82],20,29
121,"(2,5)",False,absolute,True,0.25,10,True,0.1,F1_Score,DeepLabV3+,True,,resnet34,4,dice,,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[82],20,29
122,"(2,5)",False,absolute,True,0.25,10,True,0.1,F1_Score,MAnet,True,,resnet34,4,dice,,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[82],20,29
123,"(2,5)",False,absolute,True,0.25,10,True,0.1,F1_Score,Segformer,True,,resnet34,4,dice,,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[82],20,29
124,"(2,5)",False,absolute,True,0.25,10,True,0.1,F1_Score,PSPNet,True,,resnet34,4,dice,,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[82],20,29
125,"(2,5)",False,absolute,True,0.25,10,True,0.1,F1_Score,Unet++,True,,resnet50,4,dice,,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[82],20,29
126,"(2,5)",False,absolute,True,0.25,10,True,0.1,F1_Score,Unet++,True,,resnext50_32x4d,4,dice,,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[82],20,29
127,"(2,5)",False,absolute,True,0.25,10,True,0.1,F1_Score,Unet++,True,,vgg19_bn,4,dice,,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[82],20,29
128,"(2,5)",False,absolute,True,0.25,10,True,0.1,F1_Score,Unet++,True,,densenet201,4,dice,,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[82],20,29
129,"(2,5)",False,absolute,True,0.25,10,True,0.1,F1_Score,Unet++,True,,efficientnet-b4,4,dice,,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[82],20,29
130,"(2,5)",False,absolute,True,0.25,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,0.001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[82],20,29
131,"(2,5)",False,absolute,True,0.25,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,0.0005,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[82],20,29
132,"(2,5)",False,absolute,True,0.25,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,5e-05,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[82],20,29
133,"(2,5)",False,absolute,True,0.25,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,1e-05,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[82],20,29
134,"(2,5)",False,absolute,True,0.25,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,0.0001,CosineAnnealingWarmRestarts_Warmup,,,10,10,,,AdamW,0.1,200,30,True,[82],20,29
135,"(2,5)",False,absolute,True,0.25,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,0.0001,StepLR,5,0.5,,,,,AdamW,0.1,200,20,True,[82],20,29
136,"(2,5)",False,absolute,True,0.25,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,0.0001,StepLR_Warmup,5,0.5,,10,,,AdamW,0.1,200,30,True,[82],20,29
137,"(2,5)",False,absolute,True,0.25,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,0.0001,CosineAnnealingLR,,,,,50,1e-06,AdamW,0.1,200,20,True,[82],20,29
138,"(2,5)",False,absolute,True,0.25,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,0.0001,CosineAnnealingLR_Warmup,,,,10,50,1e-06,AdamW,0.1,200,30,True,[82],20,29
139,"(2,5)",False,absolute,True,0.25,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,0.0001,,,,,,,,AdamW,0.1,200,20,True,[82],20,29
140,"(2,5)",False,absolute,True,0.25,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,bce,,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[82],20,29
141,"(2,5)",False,absolute,True,0.25,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,focal,0.2,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[82],20,29
142,"(2,5)",False,absolute,True,0.25,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,focal,0.1,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[82],20,29
143,"(2,5)",False,absolute,True,0.25,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,focal,0.3,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[82],20,29
144,"(2,5)",False,absolute,True,0.25,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,focal,0.5,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[82],20,29
145,"(2,5)",False,absolute,True,0.25,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,focal,0.7,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[82],20,29
146,"(2,5)",False,absolute,True,0.25,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,focal,0.8,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[82],20,29
147,"(2,5)",False,absolute,True,0.25,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,focal,0.9,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[82],20,29
148,"(2,5)",False,absolute,True,0.25,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.01,200,20,True,[82],20,29
149,"(2,5)",False,absolute,True,0.25,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.5,200,20,True,[82],20,29
150,"(2,5)",False,absolute,True,0.25,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,0.0001,CosineAnnealingWarmRestarts,,,10,,,,Adam,,200,20,True,[82],20,29
151,"(2,5)",False,absolute,True,0.25,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,0.0001,CosineAnnealingWarmRestarts,,,10,,,,SGD,,200,20,True,[82],20,29
152,"(2,5)",False,absolute,True,0.25,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,"[75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94]",20,29
153,"(2,5)",False,absolute,True,0.25,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,"[95, 96, 97, 98, 99, 100, 101, 102, 103, 104]",1,30
154,"(2,3)",False,absolute,True,0.25,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[61],20,32
155,"(3,4)",False,absolute,True,0.25,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[61],20,32
156,"(4,5)",False,absolute,True,0.25,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[61],20,32
157,"(2,4)",False,absolute,True,0.25,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[61],20,32
158,"(3,5)",False,absolute,True,0.25,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[61],20,32
159,"(2,5)",False,absolute,True,0.25,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[61],20,32
160,"(2,5)",False,absolute,True,0.25,10,True,0.1,F1_Score,Unet++,False,,resnet34,4,dice,,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[61],20,32
161,"(2,5)",False,absolute,True,,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[61],20,32
162,"(2,5)",True,absolute,True,0.25,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[61],20,32
163,"(2,5)",False,absolute,True,0.25,10,False,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[61],20,32
164,"(2,5)",False,absolute,True,,10,True,0.1,F1_Score,Unet,True,,resnet34,4,dice,,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[61],20,32
165,"(2,5)",False,absolute,True,,10,True,0.1,F1_Score,Linknet,True,,resnet34,4,dice,,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[61],20,32
166,"(2,5)",False,absolute,True,,10,True,0.1,F1_Score,DeepLabV3+,True,,resnet34,4,dice,,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[61],20,32
167,"(2,5)",False,absolute,True,,10,True,0.1,F1_Score,MAnet,True,,resnet34,4,dice,,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[61],20,32
168,"(2,5)",False,absolute,True,,10,True,0.1,F1_Score,Segformer,True,,resnet34,4,dice,,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[61],20,32
169,"(2,5)",False,absolute,True,,10,True,0.1,F1_Score,PSPNet,True,,resnet34,4,dice,,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[61],20,32
170,"(2,5)",False,absolute,True,,10,True,0.1,F1_Score,Unet++,True,,resnet50,4,dice,,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[61],20,32
171,"(2,5)",False,absolute,True,,10,True,0.1,F1_Score,Unet++,True,,resnext50_32x4d,4,dice,,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[61],20,32
172,"(2,5)",False,absolute,True,,10,True,0.1,F1_Score,Unet++,True,,vgg19_bn,4,dice,,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[61],20,32
173,"(2,5)",False,absolute,True,,10,True,0.1,F1_Score,Unet++,True,,densenet201,4,dice,,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[61],20,32
174,"(2,5)",False,absolute,True,,10,True,0.1,F1_Score,Unet++,True,,efficientnet-b4,4,dice,,0.0001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[61],20,32
175,"(2,5)",False,absolute,True,,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,0.001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[61],20,32
176,"(2,5)",False,absolute,True,,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,0.0005,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[61],20,32
177,"(2,5)",False,absolute,True,,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,5e-05,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[61],20,32
178,"(2,5)",False,absolute,True,,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,1e-05,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[61],20,32
179,"(2,5)",False,absolute,True,,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,0.001,CosineAnnealingWarmRestarts_Warmup,,,10,10,,,AdamW,0.1,200,30,True,[61],20,32
180,"(2,5)",False,absolute,True,,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,0.001,StepLR,5,0.5,,,,,AdamW,0.1,200,20,True,[61],20,32
181,"(2,5)",False,absolute,True,,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,0.001,StepLR_Warmup,5,0.5,,10,,,AdamW,0.1,200,30,True,[61],20,32
182,"(2,5)",False,absolute,True,,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,0.001,CosineAnnealingLR,,,,,50,1e-06,AdamW,0.1,200,20,True,[61],20,32
183,"(2,5)",False,absolute,True,,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,0.001,CosineAnnealingLR_Warmup,,,,10,50,1e-06,AdamW,0.1,200,30,True,[61],20,32
184,"(2,5)",False,absolute,True,,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,0.001,,,,,,,,AdamW,0.1,200,20,True,[61],20,32
185,"(2,5)",False,absolute,True,,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,bce,,0.001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[61],20,32
186,"(2,5)",False,absolute,True,,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,focal,0.5,0.001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[61],20,32
187,"(2,5)",False,absolute,True,,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,focal,0.7,0.001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[61],20,32
188,"(2,5)",False,absolute,True,,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,focal,0.8,0.001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[61],20,32
189,"(2,5)",False,absolute,True,,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,focal,0.9,0.001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[61],20,32
190,"(2,5)",False,absolute,True,,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,0.001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.01,200,20,True,[61],20,32
191,"(2,5)",False,absolute,True,,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,0.001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.5,200,20,True,[61],20,32
192,"(2,5)",False,absolute,True,,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,0.001,CosineAnnealingWarmRestarts,,,10,,,,Adam,,200,20,True,[61],20,32
193,"(2,5)",False,absolute,True,,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,0.001,CosineAnnealingWarmRestarts,,,10,,,,AdamW,0.1,200,20,True,[61],20,32
194,"(2,5)",False,absolute,True,,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,bce,,0.001,StepLR,5,0.5,,,,,AdamW,0.1,200,20,True,[61],20,32
195,"(2,5)",False,absolute,True,,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,focal,0.5,0.001,StepLR,5,0.5,,,,,AdamW,0.1,200,20,True,[61],20,32
196,"(2,5)",False,absolute,True,,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,focal,0.7,0.001,StepLR,5,0.5,,,,,AdamW,0.1,200,20,True,[61],20,32
197,"(2,5)",False,absolute,True,,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,focal,0.8,0.001,StepLR,5,0.5,,,,,AdamW,0.1,200,20,True,[61],20,32
198,"(2,5)",False,absolute,True,,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,focal,0.9,0.001,StepLR,5,0.5,,,,,AdamW,0.1,200,20,True,[61],20,32
199,"(2,5)",False,absolute,True,,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,0.001,StepLR,5,0.5,,,,,AdamW,0.01,200,20,True,[61],20,32
200,"(2,5)",False,absolute,True,,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,0.001,StepLR,5,0.5,,,,,AdamW,0.5,200,20,True,[61],20,32
201,"(2,5)",False,absolute,True,,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,0.001,StepLR,5,0.5,,,,,Adam,,200,20,True,[61],20,32
202,"(2,5)",False,absolute,True,,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,0.001,StepLR,5,0.5,,,,,AdamW,0.5,200,20,True,"[42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60]",20,33
203,"(2,5)",False,absolute,True,,10,True,0.1,F1_Score,Unet++,True,,resnet34,4,dice,,0.001,StepLR,5,0.5,,,,,AdamW,0.5,200,20,True,"[64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74]",1,34
